account_id,mmr,gpm,xpm,kills,deaths,assists,last_hits,denies,level,recorded_games
319739541,1044,460.9736842105263,496.7368421052632,9.842105263157896,7.657894736842105,12.526315789473685,126.55263157894737,3.789473684210526,19.44736842105263,38
82072846,2935,435.37,546.66,7.49,5.69,15.39,180.41,21.33,22.06,100
171690598,3709,470.32941176470587,587.4235294117647,8.564705882352941,7.823529411764706,12.341176470588236,204.2235294117647,6.517647058823529,21.95294117647059,85
270802608,3462,483.60869565217394,577.4347826086956,10.956521739130435,7.804347826086956,11.673913043478262,235.04347826086956,5.391304347826087,22.91304347826087,46
194816177,3464,461.05454545454546,526.6545454545454,9.818181818181818,7.218181818181818,13.945454545454545,167.85454545454544,7.9818181818181815,20.454545454545453,55
315932839,4409,396.9,490.93,6.15,7.86,13.92,149.89,6.3,20.47,100
184731045,3502,456.2708333333333,555.59375,8.322916666666666,7.0,12.729166666666666,212.86458333333334,6.864583333333333,21.65625,96
196197361,4189,470.85858585858585,567.5151515151515,9.626262626262626,6.474747474747475,11.16161616161616,210.31313131313132,7.666666666666667,22.161616161616163,99
126499803,3612,389.34,518.4,7.04,7.94,14.22,120.98,10.58,21.14,50
231563789,3722,470.1041666666667,551.8958333333334,9.916666666666666,7.479166666666667,11.354166666666666,232.91666666666666,5.583333333333333,22.083333333333332,48
210648045,4006,498.9578947368421,539.2421052631579,10.08421052631579,7.3578947368421055,13.83157894736842,171.42105263157896,13.105263157894736,22.231578947368423,95
42466827,4114,422.98,510.04,8.52,7.35,14.16,157.27,4.41,20.94,100
178603106,3962,528.3333333333334,598.6666666666666,11.0,8.666666666666666,21.666666666666668,184.66666666666666,5.666666666666667,22.666666666666668,3
184938311,4017,266.8041237113402,364.8453608247423,3.350515463917526,7.979381443298969,15.65979381443299,45.69072164948454,2.4948453608247423,18.195876288659793,97
302473895,3342,452.88,563.62,9.2,7.12,11.6,144.1,5.68,22.1,50
167716700,3270,458.32608695652175,565.7826086956521,6.228260869565218,5.771739130434782,13.347826086956522,192.43478260869566,4.608695652173913,21.5,92
341281610,2949,623.0,774.5,16.0,5.0,18.5,312.5,7.5,25.0,2
44735967,3196,320.22,456.48,4.82,7.74,15.58,76.3,0.56,20.4,50
280583362,3503,458.43373493975906,570.4457831325301,7.903614457831325,7.192771084337349,11.91566265060241,190.3975903614458,15.795180722891565,21.349397590361445,83
22456790,3134,392.02150537634407,510.494623655914,6.333333333333333,9.516129032258064,11.956989247311828,155.13978494623655,4.150537634408602,20.892473118279568,93
192938615,2127,439.0752688172043,524.7741935483871,10.010752688172044,11.602150537634408,14.10752688172043,184.4731182795699,7.655913978494624,21.817204301075268,93
53889074,4425,377.5208333333333,474.1770833333333,5.739583333333333,7.885416666666667,14.177083333333334,112.67708333333333,6.177083333333333,20.125,96
54961672,4075,431.875,524.2395833333334,7.8125,7.333333333333333,12.947916666666666,118.42708333333333,5.479166666666667,20.697916666666668,96
146312072,4020,551.060606060606,546.3030303030303,7.818181818181818,5.757575757575758,13.181818181818182,230.42424242424244,10.181818181818182,21.575757575757574,33
128469649,3555,330.247311827957,423.4301075268817,3.763440860215054,7.78494623655914,14.053763440860216,87.90322580645162,2.774193548387097,18.795698924731184,93
130984510,4022,408.46590909090907,519.5909090909091,8.625,7.488636363636363,12.590909090909092,158.4431818181818,4.204545454545454,21.045454545454547,88
191290194,2263,462.7659574468085,620.6595744680851,10.212765957446809,7.085106382978723,13.638297872340425,186.46808510638297,6.170212765957447,22.93617021276596,47
170943037,2862,441.3780487804878,546.8658536585366,8.170731707317072,9.402439024390244,16.9390243902439,154.5487804878049,3.1707317073170733,21.70731707317073,82
123869944,2747,347.775,407.625,5.15,8.475,14.275,83.475,3.75,19.15,40
91582126,4025,418.79347826086956,481.0652173913044,6.804347826086956,8.08695652173913,11.869565217391305,153.3804347826087,8.402173913043478,19.282608695652176,92
23376156,3090,458.58,594.54,10.32,7.58,13.94,204.74,5.86,22.66,50
171983936,4077,477.0235294117647,595.2588235294118,10.070588235294117,7.729411764705882,11.788235294117648,204.76470588235293,6.2823529411764705,21.823529411764707,85
151803849,3781,477.125,625.0,8.5625,8.8125,11.3125,195.0625,9.1875,22.625,16
146540549,4140,444.94,528.53,6.91,6.21,10.13,149.54,7.03,19.13,100
50214477,4537,431.7,539.64,6.95,5.73,11.98,159.08,4.79,21.01,100
367674623,4500,316.72,393.06,6.42,7.18,14.98,88.28,3.24,17.44,50
11544352,4985,376.8085106382979,445.75531914893617,5.138297872340425,6.053191489361702,14.553191489361701,130.10638297872342,4.4361702127659575,19.872340425531913,94
290183504,3444,455.1212121212121,572.7171717171717,8.505050505050505,8.424242424242424,13.828282828282829,202.2929292929293,9.636363636363637,22.050505050505052,99
100220663,2774,363.48148148148147,467.71604938271605,6.345679012345679,8.876543209876543,13.802469135802468,120.39506172839506,6.827160493827161,20.123456790123456,81
168185813,2541,462.1392405063291,560.3037974683544,10.329113924050633,7.822784810126582,12.594936708860759,211.08860759493672,6.7594936708860756,22.253164556962027,79
204742486,2691,481.25,511.8333333333333,9.416666666666666,7.333333333333333,14.333333333333334,166.66666666666666,7.583333333333333,21.166666666666668,12
